1: credit：WindSeedClientNotify#7094
70290204: SceneObj_Area_Cyjy_Property_Prop_AbyssCoreLvOne_01
70290205: SceneObj_Area_Cyjy_Property_Prop_AbyssCoreLvTwo_01
70290206: LightStoneInteract01
70290207: LightStoneInteract02
70290208: LightStoneInteract03
70290209: SceneObj_Area_Cyjy_Property_Ani_Prop_Chalcedony_02
70290210: SceneObj_Area_Cyjy_Property_Ani_Prop_ChalcedonicRepeater_02
70290211: SceneObj_Area_Cyjy_Property_Ani_Prop_ChalcedonyBullet_02
70290212: SceneObj_Area_Cyjy_Property_Ani_Prop_LitBulletLauncher_01
70290213: Bullet_LitBulletLauncher_Bullet
70290214: SceneObj_Area_Cyjy_Property_Ani_Prop_SuperDarkSpider_01
70290215: Bullet_SuperDarkSpider_Attack_Bullet
70290216: SceneObj_Area_Dq_Property_Prop_TwistMask_01
70290217: SceneObj_Area_Dq_Property_Prop_TwistMask_02
70290218: SceneObj_Area_Cyjy_Property_Ani_Prop_AbyssTargetCrystal_01
70290219: SceneObj_Area_Common_Property_Ani_Prop_LitResonancer_01
70290220: SceneObj_Area_Dq_Property_Ani_Prop_RotatingMaze_01
70290221: SceneObj_Area_Dq_Property_Ani_Prop_RotatingMaze_01
70290222: SceneObj_Area_Dq_Property_Ani_Prop_RotatingMaze_01
70290223: SceneObj_Area_Dq_Property_Ani_Prop_RotatingMaze_01
70290224: SceneObj_Area_Dq_Property_Ani_Prop_RotatingMaze_01
70290225: SceneObj_Area_Dq_Property_Ani_Prop_RotatingMaze_01
70290226: SceneObj_Area_Dq_Property_Ani_Prop_RotatingMaze_01
70290227: SceneObj_Area_Dq_Property_Ani_Prop_RotatingMaze_01
70290228: SceneObj_Area_Dq_Property_Ani_Prop_RotatingMaze_01
70290229: SceneObj_Area_Dq_Property_Prop_TwistMask_03
70290230: SceneObj_Area_Dq_Property_Prop_TwistMask_04
70290231: SceneObj_Area_Dq_Property_Prop_TwistMask_05
70290232: SceneObj_Area_Dq_Property_Prop_TwistMask_06
70290233: SceneObj_Area_Cyjy_Property_Prop_AbyssCarpet_01
70290234: SceneObj_Area_Dq_Property_Prop_OathOfTokoyo_01
70290235: SceneObj_Area_Dq_Property_Ani_Prop_InvisiblePath_01
70290236: SceneObj_Area_Dq_Property_Ani_Prop_TwistTeleport_01
70290237: SceneObj_Level_Fc_Property_Prop_CloudPlatformLarge_01
70290238: SceneObj_Level_Fc_Property_Prop_CloudPlatformLarge_02
70290239: SceneObj_Area_Common_Property_Prop_CloudMagicSeal_01
70290240: SceneObj_Stages_Property_Ani_Prop_CloudMagicSealCore_01
70290241: SceneObj_Stages_Property_Ani_Prop_MovableBlock_01
70290242: null
70290243: null
70290245: SceneObj_Area_Dq_Property_Ani_Prop_AbandonedWall_01
70290246: SceneObj_Area_Dq_Property_Ani_Prop_AbandonedWall_02
70290247: SceneObj_Area_Dq_Property_Ani_Prop_AbandonedWall_03
70290248: SceneObj_Area_Dq_Property_Ani_Prop_FloatingPlatform_01
70290249: SceneObj_Area_Dq_Property_Ani_Prop_FloatingPlatform_01
70290250: SceneObj_Area_Dq_Property_Ani_Prop_ShadowWall_02
70290251: SceneObj_Area_Dq_Property_Ani_Prop_RotatingMaze_01
70290252: InvisibleLightPoint
70290253: SceneObj_Area_Common_Property_Prop_CloudMagicSeal_01
70290254: SceneObj_Stages_Property_Ani_Prop_CloudMagicSealCore_01
70290255: SceneObj_Stages_Property_Ani_Prop_CloudMagicSealCore_Thunder
70290256: SceneObj_Stages_Property_Ani_Prop_CloudMagicSealCore_Wave
70290257: SceneObj_Level_Fc_Property_Prop_CloudPlatformLarge_01
70290258: SceneObj_Level_Fc_Property_Prop_CloudPlatformLarge_01
70290259: SceneObj_Area_Dq_Property_Ani_Prop_TwistTeleport_01
70290260: SceneObj_Area_Dq_Property_Ani_Prop_TokoSeal_01
70290261: SceneObj_Area_Dq_Property_Ani_Prop_TokoSeal_Sign_01
70290262: SceneObj_Area_Dq_Property_Ani_Prop_TokoSeal_01
70290263: SceneObj_Area_Dq_Property_Ani_Prop_FloatingPlatform_Guide_01
70290264: SceneObj_Area_Dq_Property_Ani_Prop_LocalTriggerGadget_01
70290265: SceneObj_Stages_Property_Ani_Prop_CloudMagicSealCore_WaveBullet
70290266: SceneObj_Area_Cyjy_Property_Prop_AbyssEnergyNozzle_01
70290267: SceneObj_Level_Fc_Property_Prop_CloudPlatformLarge_02
70290268: SceneObj_Level_Fc_Property_Prop_CloudPlatformLarge_03
70290269: SceneObj_Area_Dq_Property_Ani_Prop_UrnOfShadow_01
70290270: SceneObj_Area_Dq_Property_Prop_MissingPage_01
70290271: SceneObj_Area_Dq_Property_Prop_MissingPage_01
70290272: SceneObj_Area_Dq_Property_Prop_MissingPage_01
70290273: SceneObj_Area_Dq_Property_Prop_MissingPage_01
70290274: SceneObj_Area_Dq_Property_Prop_MissingPage_01
70290275: SceneObj_Area_Dq_Property_Prop_Singularity_01
70290276: SceneObj_Area_Common_Property_Ani_Prop_DropRockAbyss_01
70290277: SceneObj_Area_Common_Property_Ani_Prop_DropRockAbyss_02
70290278: SceneObj_Area_Dq_Property_Stone_DisappearanceRock_01
70290279: SceneObj_Area_Dq_Property_Stone_DisappearanceRock_02
70290280: SceneObj_Area_Dq_Property_Prop_CrystalConsecration_01
70290281: SceneObj_Area_Dq_Property_Ani_Prop_IronFence_01
70290282: SceneObj_Area_Dq_Property_Ani_Prop_IronFence_02
70290283: SceneObj_MonsterObj_Ani_Level_DeepSeadRakeBody_01
70290284: SceneObj_Area_Dq_Property_Ani_Prop_RunesKey_00
70290285: Earthquake
70290286: SceneObj_Area_Common_Property_Prop_DreamPortal_01
70290287: SceneObj_Area_Dq_Property_Ani_Prop_TokoSeal_01
70290288: SceneObj_Area_Dq_Property_Ani_Prop_TokoSeal_01
70290289: null
70290290: null
70290291: SceneObj_Area_Dq_Property_Ani_Build_CommonRockGate_01
70290292: SceneObj_Area_Dq_Property_Ani_Build_CommonRockGate_02
70290293: SceneObj_Gear_Other_Lamp_Post
70290294: SceneObj_Area_Ly_Property_Prop_StartDustMine_01
70290295: SceneObj_Area_Ly_Property_Prop_HuaMine_01
70290296: SceneObj_Stages_Property_Ani_Prop_CloudMagicSealCore_02
70290297: SceneObj_Stages_Property_Ani_Prop_CloudMagicSealCore_03
70290298: SceneObj_Level_Fc_Property_Prop_CloudPlatformLarge_01
70290299: SceneObj_Area_Common_Property_Prop_CloudMagicSeal_02
70290300: SceneObj_Area_Cyjy_Property_Ani_Prop_LitChargeBrazier_01
70290301: SceneObj_Area_Common_Property_Ani_Prop_HardSolidBulk_01
70290302: SceneObj_Area_Dq_Property_Prop_OathOfTokoyo_02
70290303: SceneObj_Area_Dq_Property_Ani_Prop_DeepSeaDrakeBossAirwall_01
70290304: SceneObj_Cyjy_DigPlay
70290305: SceneObj_Area_Common_Property_Ani_Prop_LuminousShardNatural_Lit_01
70290306: SceneObj_Area_Common_Property_Ani_Prop_LuminousShardWithHandle_Lit_02
70290307: null
70290308: SceneObj_Area_Common_Property_Ani_Prop_GeoBombBarrel_01
70290309: SceneObj_Area_Common_Property_Ani_Prop_FlammableAir_01
70290310: SceneObj_LostParadise_Common_Property_Prop_RisingFence_01
70290311: SceneObj_LostParadise_Common_Property_Prop_RisingFence_02
70290312: SceneObj_Area_Common_Property_Ani_Prop_SignalEquipment_01
70290313: SceneObj_Area_Dq_Property_Prop_Irodori_Miniascape_01
70290314: SceneObj_Area_Dq_Property_Prop_Irodori_Miniascape_01
70290315: SceneObj_Area_Dq_Property_Prop_Irodori_Miniascape_01
70290316: SceneObj_Area_Dq_Property_Prop_Irodori_Miniascape_01
70290317: null
70290318: SceneObj_Area_Common_Property_Ani_Prop_LitPathPlate_01
70290319: SceneObj_Area_Common_Property_Ani_Prop_LitPathNode_01
70290320: SceneObj_Area_Common_Property_Ani_Prop_LitPathGuide_01
70290321: null
70290322: SceneObj_Area_Cyjy_Property_Prop_PureLitChargePoint_01
70290323: SceneObj_Area_Common_Property_Ani_Prop_BombMushroomGeo_02
70290324: SceneObj_Area_Common_Property_Ani_Prop_BombMushroomGeo_01
70290325: 照相点
70290326: SceneObj_Area_Common_Property_Prop_CYJYCelestiaClusterSmall_01
70290327: SceneObj_Area_Cyjy_Property_Prop_LitConnector_01
70290328: SceneObj_Area_Cyjy_Property_Prop_LitConnectorRay_01
70290329: SceneObj_Area_Cyjy_Property_Prop_LitConnectorRay_02
70290330: SceneObj_Area_Cyjy_Property_Prop_LitConnectorRay_03
70290331: SceneObj_Area_Cyjy_Property_Prop_CYJYCelestiaCluster_01
70290332: SceneObj_Area_Cyjy_Property_Ani_Prop_LargeLitConnector_01
70290333: SceneObj_Area_Cyjy_Property_Prop_LargeLitConnectorRay_01
70290334: SceneObj_Area_Cyjy_Property_Prop_LargeLitConnectorRay_02
70290335: SceneObj_Area_Cyjy_Property_Prop_LargeLitConnectorRay_03
70290336: SceneObj_Area_Cyjy_Property_Prop_LargeLitConnectorRay_04
70290337: SceneObj_Area_Cyjy_Property_Prop_LargeLitConnectorRay_05
70290338: SceneObj_Area_Cyjy_Property_Ani_Prop_HintOfWedge_01
70290339: SceneObj_Area_Cyjy_Property_Ani_Prop_HintOfWedge_02
70290340: SceneObj_Area_Cyjy_Property_Ani_Prop_HintOfWedge_03
70290341: SceneObj_Area_Cyjy_Property_Prop_AbyssDarkFog_01
70290342: SceneObj_Area_Cyjy_Property_Prop_AbyssEnergyGate_01
70290343: SceneObj_Area_Common_Property_Ani_Prop_GeoBombCannon_01
70290344: Bullet_GeoBombCannon_Bullet
70290345: SceneObj_Area_Common_Property_Ani_Prop_LuminousShardWithHandle_Lit_01
70290346: null
70290347: SceneObj_Area_Cyjy_Property_Ani_Prop_LitChargeBrazier_02
70290348: null
70290349: null
70290350: null
70290351: null
70290352: SceneObj_Area_Cyjy_Property_Ani_Prop_GeoGlideChampOrb_01
70290353: SceneObj_Area_Cyjy_Property_Ani_Prop_LitChargePoint_01
70290354: SceneObj_Level_Common_Property_Ani_Prop_ReactionGem_01
70290355: SceneObj_Level_Common_Property_Ani_Prop_ReactionGem_02
70290356: SceneObj_Level_Common_Property_Prop_XinyanHomeDoor_01
70290357: SceneObj_Area_Cyjy_Property_Prop_EntranceString_01
70290358: SceneObj_Area_Cyjy_Property_Prop_EntranceString_02
70290359: SceneObj_Area_Cyjy_Property_Prop_EntranceString_03
70290360: SceneObj_Area_Cyjy_Property_Prop_EntranceString_04
70290361: SceneObj_Area_Cyjy_Property_Prop_EntranceString_05
70290362: null
70290363: null
70290364: SceneObj_Area_Cyjy_Property_Ani_Prop_CYJYClock_01
70290365: SceneObj_Area_Cyjy_Property_Ani_Prop_Mine_Men_01
70290366: SceneObj_Area_Cyjy_Property_Ani_Tree_LittleXamaran_01
70290367: SceneObj_Area_Cyjy_Property_Prop_XamaranVFX_01
70290368: SceneObj_Area_Cyjy_Property_Ani_Prop_ChalcedonicRepeater_02
70290369: SceneObj_Area_Cyjy_Property_Ani_Prop_ChalcedonicRepeater_02
70290370: SceneObj_Area_Cyjy_Property_Ani_Prop_ChalcedonicRepeater_02
70290371: SceneObj_Area_Cyjy_Property_Ani_Prop_ChalcedonicRepeater_02
70290372: SceneObj_Area_Cyjy_Property_Ani_Prop_ChalcedonicRepeater_02
70290373: SceneObj_Level_Hf_Property_Prop_DIK_ServeDevice_01
70290374: SceneObj_Level_Hf_Property_Prop_DIK_ServeItem_01
70290375: SceneObj_Level_Hf_Property_Prop_DIK_ServeDevice_02
70290376: null
70290377: SceneObj_Level_Common_Property_Ani_Prop_MovingStatue_02
70290378: SceneObj_Level_Common_Property_Ani_Prop_MovingStatue_01
70290379: SceneObj_Area_Common_Property_Prop_DIK_Miniascape_01
70290380: null
70290381: null
70290382: null
70290383: null
70290384: null
70290385: null
70290386: null
70290387: null
70290388: SceneObj_Area_Common_Property_Ani_Prop_LuminousShardWithHandle_Lit_01
70290389: InvisibleLightPoint02
70290391: null
70290392: SceneObj_Area_Cyjy_Property_Prop_AbyssEnergyGate_01
70290393: SceneObj_Gather_Model_Small
70290394: SceneObj_Area_Common_Property_Ani_Prop_GeoBombBarrel_02
70290395: SceneObj_Area_Common_Property_Ani_Prop_HardSolidBulk_01
70290396: null
70290397: null
70290398: null
70290399: null
70290400: null
70290401: null
70290402: null
70290403: SceneObj_Area_Common_Property_Ani_Prop_HardSolidBulk_02
70290404: SceneObj_Area_Cyjy_Property_Ani_Prop_GeoBarrier_02
70290405: SceneObj_Stages_Property_Ani_Prop_MovableBlock_01
70290409: null
70290410: null
70290411: null
70290412: null
70290413: null
70290414: null
70290425: SceneObj_Area_Md_Property_Prop_Workbench_01
70290426: SceneObj_Area_Md_Property_Prop_Workbench_02
70290427: null
70290428: SceneObj_Gear_DungeonGate04
70290439: null
70290502: SceneObj_Area_Common_Property_Prop_DreamPortal_02
70300001: SceneObj_Gather_Default_Gather
70300002: SceneObj_Gather_Default_Gather
70300003: SceneObj_Quest_Flying_Get_Coin_Effect
70300004: SceneObj_Quest_Flying_Get_GoalFollower_Effect
70300005: SceneObj_Quest_Flying_Get_GoalFollower_Disappear_Effect
70300006: 拓下来
70300007: 看起来很好吃
70300008: yellow乐谱
70300009: 琴的文件包裹
70300010: 《风土人情志略》
70300011: 信件
70300012: 药剂
70300013: 风龙羽毛
70300014: 安柏地城风龙羽毛
70300015: 凯亚地城风龙羽毛
70300016: 丽莎地城风龙羽毛
70300017: 安柏诱饵
70300018: 安柏开镜风史莱姆
70300020: 蛐蛐
70300021: 蛐蛐声（小）
70300022: 蛐蛐声（中）
70300023: 蛐蛐声（大）
70300024: 蛐蛐声（巨）
70300031: 浮桥木板分开
70300032: 浮桥木板连续
70300036: 潜入诱饵
70300037: 温迪脚印
70300038: 浑浊的风龙泪滴
70300039: 不稳定的暴风结晶
70300040: 天空之琴
70300041: 浑浊的风龙泪滴
70300042: 清澈的风龙泪滴
70300043: 凯亚寻宝线索1
70300044: 凯亚寻宝线索2
70300045: 凯亚寻宝线索3
70300046: 广场上方风龙羽毛
70300047: 5米受击判定球
70300048: 坐点
70300049: 浑浊的风龙泪滴
70300050: SceneObj_Gather_Default_Gather
70300051: 蒙德城渐消光柱
70300052: 布置元素诱饵
70300053: 元素诱饵
70300054: 高血量暴风结晶
70300055: 任务木架
70300056: 可移动暴风结晶
70300057: 目标
70300058: 安柏飞行挑战气垫测试
70300059: 浑浊的风龙泪滴（骑士团对话）
70300060: 深渊法师-消失特效1
70300061: 深渊法师-消失特效2
70300062: 深渊法师-消失特效3
70300063: 任务木架摆件
70300064: 蒙德城飞行任务-目标
70300065: SceneObj_Gather_Default_Gather
70300066: 来自深渊教团的信
70300067: 安柏飞行挑战气垫测试02
70300068: 安柏飞行挑战气垫测试03
70300069: 自走棋框框
70300070: 安柏线-怪鸟的元素线索
70300071: 巨大爪印
70300072: 断裂的牙
70300073: 粘有东西的毛发
70300074: 未知的血迹
70300075: 循环事件路障1
70300076: 循环事件路障2
70300077: 循环事件帐篷1
70300078: 循环事件帐篷2
70300079: 货运热气球
70300080: 捕捉陷阱
70300081: 循环事件路障3
70300083: 循环事件路障5
70300084: 循环事件路障4
70300085: 丘丘人石头平台
70300086: 丘丘人木柱子
70300087: 丘丘人大锅
70300088: 丘丘人箭靶
70300089: 丘丘人图腾
70300090: 丘丘人哨塔01
70300091: 丘丘人哨塔02
70300092: 人类小车
70300093: 人类破车
70300094: 人类货物
70300095: 战利品
70300096: 战利品2
70300097: 战利品3
70300098: 篝火
70300099: 腐化篝火
70300100: 丘丘人图腾
70300101: 丘丘人哨塔02
70300102: 丘丘人石头平台
70300103: 战利品
70300104: 人类帐篷2
70300105: 人类帐篷3
70300106: 丘丘人箭靶
70300107: 仪式火堆
70300108: 丘丘人箭靶2
70300109: 事件脚印
70300110: 卷轴信件
70300111: 事件特殊丘丘人训练木桩
70300112: 事件鸭子喂食点
70300113: 事件特殊变异训练木桩
70300114: 可莉封印圈
70300115: 可莉地城台子
70300116: 事件污渍
70300117: 可莉炸弹
70300118: 定标特效
70300119: 温迪疗伤特效
70300120: 归终机-完整状态
70300121: 归终机-破损状态
70300122: 循环事件路障6
70300123: SceneObj_Event_Kelee_SealR110
70300124: Quest_Bean_Throw
70300200: 天空之琴
70300201: 略微修复的天空之琴
70300202: 浑浊的风龙泪滴（酒庄对话）
70300203: 特殊指引特效
70300204: SceneObj_Area_Common_Property_Prop_HeroTrekSeaWind_01
70300205: SceneObj_Event_RoadBlock
70310001: 高脚火盆
70310002: 火把
70310003: 高脚火盆（远观）
70310004: 篝火
70310005: 水重力机关测试
70310006: 制作料理
70310007: 竞技场守卫
70310008: 隐形地板
70310009: 制作料理
70310010: 制作料理
70310011: 不灭火盆
70310012: 火把迷阵基座
70310013: 岩浮板
70310014: 璃月港烤炉
70310015: 高脚火盆（热源）
70310016: 隐形地板 方形
70310017: 古代热源
70310018: 制作料理
70310019: 制作料理
70310020: 岩浮板
70310021: 古代热源-嘲讽外壳
70310022: 篝火（热源）
70310023: 隐形热源
70310024: 隐形热源（限时）
70310025: 坠落冰柱发生器
70310026: 坠落冰柱子弹
70310027: 坠落冰柱地面
70310028: 古代热源-嘲讽外壳爬塔用
70310029: 隐形热源（深境螺旋专用）
70310030: 坠落冰柱发生器（触发机关）
70310031: 坠落冰柱子弹（触发机关）
70310032: 岩浮板(不可攀爬)
70310033: 雪山洞底低温
70310034: 高脚火盆高亮（热源）
70310035: 雪山山顶低温
70310036: 传送点卸载龙血BUFF
70310037: 风花节_破碎地板
70310038: 风花节_记忆地板
70310039: 风花节_透明地板
70310040: 风花节_烫脚地板
70310041: 风花节_地城空气墙
70310042: 风花节_天花板空气墙
70310043: 风花节_环形空气墙R15
70310044: 风花节_地城空气墙2
70310045: 风花节_破碎地板01_01
70310046: 风花节_破碎地板01_02
70310047: 风花节_破碎地板01_03
70310048: 风花节_记忆地板01_01
70310049: 风花节_记忆地板01_02
70310050: 风花节_记忆地板01_03
70310051: 风花节_透明地板01_01
70310052: 风花节_透明地板01_02
70310053: 风花节_透明地板01_03
70310054: 风花节_地板空气墙
70310055: 躲猫猫_环形空气墙
70310056: 躲猫猫_猎人出生点
70310057: 躲猫猫_环形空气墙扩大
70310058: 海岛 爱丽丝留声机
70310059: 木制地板_太阳
70310060: 木制地板_月亮
70310061: 木制地板_星星
70310062: 对子地板_01
70310063: 对子地板_02
70310064: 对子地板_03
70310065: 对子地板_04
70310066: 躲猫猫_封顶空气墙
70310067: 温度计
70310068: 复燃篝火（热源）
70310069: 复燃高脚火盆（热源）
70310070: 状态切换开关红
70310071: 状态切换开关黄
70310072: 状态切换开关蓝
70310073: 遗迹门红
70310074: 遗迹门黄
70310075: 遗迹门蓝
70310076: 女士boss1阶段屏风01(test)
70310077: 女士boss1阶段屏风02(test)
70310078: 仙人的锅子
70310079: 仙人的踏板(箭头)
70310080: 仙人的炉子
70310081: 祟神领域热源
70310082: 食材散发的气味_短
70310083: 仙人的踏板(火)
70310084: 火炉底座
70310085: 雷电将军训练机关
70310086: 双子解密地板
70310087: 对子地板_05
70310088: 对子地板_06
70310089: 食材散发的气味_长
70310090: 鹤观 迷雾灯
70310091: 鹤观 符文方碑1
70310092: 鹤观 符文方碑2
70310093: 鹤观 符文方碑3
70310094: 鹤观 符文方碑4
70310095: 鹤观 符文方碑5
70310096: 鹤观 符文方碑6
70310097: 鹤观 符文方碑7
70310098: 鹤观 隐形交付台
70310099: 肉鸽 木箱
70310100: 肉鸽 炸药桶
70310101: 肉鸽 爆炸陷阱
70310102: 天守阁小灯
70310103: 天守阁灯光集_阶段一
70310104: 天守阁灯光集_阶段二
70310105: 天守阁灯光集_阶段三
70310106: 肉鸽 诅咒陷阱
70310107: 古代热源-嘲讽外壳-逐月节专用
70310108: 肉鸽 退出点
70310109: 试玩地城 攻击球
70310110: 试玩地城 治疗球
70310111: 试玩地城 移速球
70310112: 肉鸽 创生物 水
70310113: 肉鸽 创生物 冰
70310114: 肉鸽 创生物 风
70310115: 肉鸽 法阵 火
70310116: 肉鸽 法阵 雷
70310117: 肉鸽 法阵 风
70310118: 肉鸽 操作台 普通战斗
70310119: 肉鸽 操作台 高危战斗
70310120: 肉鸽 操作台 恢复
70310121: 肉鸽 操作台 随机
70310122: 肉鸽 操作台 Boss
70310123: 肉鸽 守护装置
70310124: 肉鸽 操作台 编队
70310125: 肉鸽 大门
70310126: 狗子 烟雾发射器
70310127: 狗子 烟花诱饵
70310128: 狗子 掩体
70310129: 肉鸽 陶罐
70310130: 肉鸽 陶罐
70310131: 肉鸽 陶罐
70310132: 肉鸽 屏风A
70310133: 肉鸽 屏风B
70310134: 鹤观 符文石 受击1
70310135: 鹤观 符文石 受击2
70310136: 鹤观 符文石 受击3
70310137: 鹤观 符文石 受击4
70310138: 鹤观 符文石 受击5
70310139: 鹤观 符文石 受击6
70310140: 鹤观 符文石 受击7
70310141: 鹤观 符文石底座 提交
70310142: 狗子 环视路点
70310143: 狗子 可开启牢笼
70310144: 肉鸽 火盆
70310145: 肉鸽 reminder调查点
70310146: 肉鸽 代币 调查点
70310147: 鹤观 不灭火盆
70310148: 矮光柱提示点
70310149: 肉鸽 cutscene 门关
70310150: 肉鸽 cutscene 门开
70310151: 肉鸽 封印圈
70310152: 鹤观 隐形雷鸟灯
70310153: 鹤观 迷雾灯 虚影
70310154: 肉鸽 雷矢 陷阱
70310155: 肉鸽 雷矢 子弹
70310156: 龙骨花
70310157: 香炉
70310158: SceneObj_Level_Hf_Property_Ani_Prop_DIK_FireMachine_01
70310159: SceneObj_Level_Hf_Property_Prop_DIK_Delivery_01
70310160: SceneObj_Level_Hf_Property_Prop_DIK_CrystalBullet_01
70310161: SceneObj_Level_Hf_Property_Prop_DIK_CrystalBullet_02
70310162: SceneObj_Level_Hf_Property_Prop_DIK_CrystalBullet_03
70310163: SceneObj_Level_Hf_Property_Prop_DIK_Crystal_01
70310164: SceneObj_Level_Hf_Property_Prop_DIK_Crystal_02
70310165: SceneObj_Level_Hf_Property_Prop_DIK_Crystal_03
70310166: SceneObj_Area_Common_Property_Prop_TransferFlowerBig_01
70310167: SceneObj_Area_Common_Property_Prop_TransferFlowerSmall_01
70310168: SceneObj_Area_Common_Property_Prop_TransferFlowerBullet_01
70310169: SceneObj_Area_Common_Property_Prop_TransferFlowerBig_02
70310170: SceneObj_Area_Common_Property_Prop_TransferFlowerSmall_02
70310171: SceneObj_Area_Common_Property_Prop_NotePlant_01
70310172: SceneObj_Area_Common_Property_Prop_DreamPortalDeliver_01
70310173: SceneObj_Area_Common_Property_Prop_NightCrowStatue_01
70310174: null
70310175: SceneObj_Area_Common_Property_Prop_NightCrowStatue_02
70310176: SceneObj_Area_Hd_Property_Prop_RotatingConstellation_01
70310177: SceneObj_Area_Hd_Property_Prop_RotatingConstellation_02
70310178: SceneObj_Area_Hd_Property_Prop_ConstellationMachine_01
70310179: SceneObj_Area_Hd_Property_Prop_ConstellationPattern_01
70310180: 进入boos领域的视角变化
70310181: null
70310182: null
70310183: null
70310184: SceneObj_Level_Common_Property_Ani_Light_XinyanDreamlandLight_01
70310185: SceneObj_Area_Cyjy_Property_Ani_Prop_LitChargeSource_01
70310186: SceneObj_Area_Common_Property_Prop_MusicThornWall_01
70310187: SceneObj_Area_Common_Property_Prop_ThornObstacle_01
70310188: SceneObj_Level_Common_Property_Prop_KazuhaDungeonLock_01
70310189: null
70310203: SceneObj_Area_Common_Property_Prop_GroundWater_01
70310204: SceneObj_Area_Common_Property_Prop_GroundWaterButton_01
70310206: SceneObj_Area_Common_Property_Prop_ShadowDoor_01
70310231: SceneObj_Area_Hd_Property_Prop_ConstellationPattern_02
70310232: SceneObj_Area_Common_Property_Prop_SpinningTower_01
70310233: null
70310234: SceneObj_Area_Common_Property_Prop_ReflectChest_01
70310235: SceneObj_Area_Common_Property_Prop_ReflectChest_02
70310236: SceneObj_Area_Common_Property_Prop_ReflectTablet_Fire
70310237: SceneObj_Area_Common_Property_Prop_ReflectTablet_Wind
70310238: SceneObj_Area_Common_Property_Prop_ReflectFireBasin
70310239: SceneObj_Area_Hd_Property_Prop_InvisibleWall_01
70310240: SceneObj_Area_Hd_Property_Prop_InvisibleWall_02
70310241: SceneObj_Area_Hd_Property_Prop_InvisibleWall_03
70310242: SceneObj_Area_Common_Property_Prop_ThronDrum_01
70310243: SceneObj_Area_Hd_Property_Prop_StarProjector_01
70310244: SceneObj_Area_Hd_Property_Prop_PaperStar_01
70310245: SceneObj_Area_Hd_Property_Prop_PaperStar_02
70310246: SceneObj_Area_Hd_Property_Prop_PaperStarShooter_01
70310247: SceneObj_Area_Hd_Property_Prop_PaperStarShooter_02
70310248: SceneObj_Area_Hd_Property_Prop_PaperStarShooter_03
70310249: SceneObj_Area_Common_Property_Prop_GroundWater_02
70310250: SceneObj_Area_Common_Property_Ani_Prop_TheaterCurtain_01
70310251: SceneObj_Area_Common_Property_Prop_FaintCrowEye_01
70310252: SceneObj_Area_Hd_Property_Prop_StarProjector_02
70310257: SceneObj_Area_Common_Property_Prop_NightCrowStatue_01
70310258: SceneObj_Area_Common_Property_Prop_NightCrowStatue_02
70310259: SceneObj_Area_Common_Property_Prop_NightCrowStatue_01
70310260: SceneObj_Area_Common_Property_Prop_NightCrowStatue_02
70310261: SceneObj_Area_Common_Property_Prop_NightCrowStatue_04
70310262: SceneObj_Area_Common_Property_Prop_NightCrowStatue_05
70310263: SceneObj_Area_Common_Property_Prop_NightCrowStatue_04
70310264: SceneObj_Area_Common_Property_Prop_NightCrowStatue_05
70310265: SceneObj_Area_Common_Property_Prop_NightCrowStatue_04
70310266: SceneObj_Area_Common_Property_Prop_NightCrowStatue_07
70310267: SceneObj_Area_Hd_Property_Prop_StarProjector_03
70310268: SceneObj_Area_Hd_Property_Prop_StarProjector_04
70310269: SceneObj_Area_Hd_Property_Prop_StarProjector_05
70310270: SceneObj_Area_Hd_Property_Prop_StarProjector_06
70310271: SceneObj_Area_Hd_Property_Prop_StarProjector_07
70310272: SceneObj_Area_Hd_Property_Prop_StarProjector_08
70310273: null
70310274: null
70310275: null
70310276: null
70310277: null
70310278: null
70310279: null
70310280: null
70310281: SceneObj_LostParadise_Common_Property_Prop_DreamLight_01
70310282: SceneObj_Area_Common_Property_Ani_Prop_OzSlate_01
70310283: SceneObj_Area_Common_Property_Ani_Prop_OzSlate_02
70310284: SceneObj_LostParadise_Common_Property_Ani_Prop_DreamConveyorBelt_01
70310285: SceneObj_LostParadise_Common_Property_Ani_Prop_DreamConveyorBelt_02
70310286: SceneObj_LostParadise_Common_Property_Ani_Prop_DreamConveyorBelt_03
70310287: SceneObj_LostParadise_Common_Property_Ani_Prop_DreamOperationTai_01
70310288: SceneObj_LostParadise_Common_Property_Ani_Prop_DreamGearWheel_01
70310289: SceneObj_LostParadise_Common_Property_Ani_Prop_DreamMachineCrystal_01
70310290: SceneObj_Area_Common_Property_Prop_ShadowDoor_01
70310291: SceneObj_LostParadise_Common_Property_Ani_Prop_DreamCrystalLock_01
70310292: SceneObj_Area_Common_Property_Ani_Prop_OzCubeMove_01
70310293: SceneObj_Area_Common_Property_Ani_Prop_OzCube_01
70310294: SceneObj_Area_Common_Property_Ani_Prop_OzCube_01
70310295: SceneObj_Area_Common_Property_Ani_Prop_OzCube_01
70310296: SceneObj_Level_Hf_Property_Prop_DisappearBridge_02
70310297: SceneObj_Level_Hf_Property_Prop_DisappearBridge_02
70310298: SceneObj_Area_Common_Property_Prop_CoreFlower_02
70310299: SceneObj_Area_Common_Property_Ani_Prop_WaterPoolFlower_01
70310300: SceneObj_Gear_Operator_WindTablet
70310301: SceneObj_Gear_Operator_FireTablet
70310302: null
70310303: 视角锁定2D
